"Notes"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Missouri"	"29"	"2014"	"2014"	6060930
	"Missouri"	"29"	"2015"	"2015"	6076204
	"Missouri"	"29"	"2016"	"2016"	6093000
	"Montana"	"30"	"1990"	"1990"	800204
	"Montana"	"30"	"1991"	"1991"	809680
	"Montana"	"30"	"1992"	"1992"	825770
	"Montana"	"30"	"1993"	"1993"	844761
	"Montana"	"30"	"1994"	"1994"	861306
	"Montana"	"30"	"1995"	"1995"	876553
	"Montana"	"30"	"1996"	"1996"	886254
	"Montana"	"30"	"1997"	"1997"	889865
	"Montana"	"30"	"1998"	"1998"	892431
	"Montana"	"30"	"1999"	"1999"	897507
	"Montana"	"30"	"2000"	"2000"	903773
	"Montana"	"30"	"2001"	"2001"	906961
	"Montana"	"30"	"2002"	"2002"	911667
	"Montana"	"30"	"2003"	"2003"	919630
	"Montana"	"30"	"2004"	"2004"	930009
	"Montana"	"30"	"2005"	"2005"	940102
	"Montana"	"30"	"2006"	"2006"	952692
	"Montana"	"30"	"2007"	"2007"	964706
	"Montana"	"30"	"2008"	"2008"	976415
	"Montana"	"30"	"2009"	"2009"	983982
	"Montana"	"30"	"2010"	"2010"	990641
	"Montana"	"30"	"2011"	"2011"	997821
	"Montana"	"30"	"2012"	"2012"	1005196
	"Montana"	"30"	"2013"	"2013"	1014314
	"Montana"	"30"	"2014"	"2014"	1022867
	"Montana"	"30"	"2015"	"2015"	1032073
	"Montana"	"30"	"2016"	"2016"	1042520
	"Nebraska"	"31"	"1990"	"1990"	1581660
	"Nebraska"	"31"	"1991"	"1991"	1595919
	"Nebraska"	"31"	"1992"	"1992"	1611687
	"Nebraska"	"31"	"1993"	"1993"	1625590
	"Nebraska"	"31"	"1994"	"1994"	1639041
	"Nebraska"	"31"	"1995"	"1995"	1656992
	"Nebraska"	"31"	"1996"	"1996"	1673740
	"Nebraska"	"31"	"1997"	"1997"	1686418
	"Nebraska"	"31"	"1998"	"1998"	1695816
	"Nebraska"	"31"	"1999"	"1999"	1704764
	"Nebraska"	"31"	"2000"	"2000"	1713820
	"Nebraska"	"31"	"2001"	"2001"	1719836
	"Nebraska"	"31"	"2002"	"2002"	1728292
	"Nebraska"	"31"	"2003"	"2003"	1738643
	"Nebraska"	"31"	"2004"	"2004"	1749370
	"Nebraska"	"31"	"2005"	"2005"	1761497
	"Nebraska"	"31"	"2006"	"2006"	1772693
	"Nebraska"	"31"	"2007"	"2007"	1783440
	"Nebraska"	"31"	"2008"	"2008"	1796378
	"Nebraska"	"31"	"2009"	"2009"	1812683
	"Nebraska"	"31"	"2010"	"2010"	1830051
	"Nebraska"	"31"	"2011"	"2011"	1842283
	"Nebraska"	"31"	"2012"	"2012"	1855725
	"Nebraska"	"31"	"2013"	"2013"	1868559
	"Nebraska"	"31"	"2014"	"2014"	1881145
	"Nebraska"	"31"	"2015"	"2015"	1893765
	"Nebraska"	"31"	"2016"	"2016"	1907116
	"Nevada"	"32"	"1990"	"1990"	1220695
	"Nevada"	"32"	"1991"	"1991"	1296171
	"Nevada"	"32"	"1992"	"1992"	1351367
	"Nevada"	"32"	"1993"	"1993"	1411215
	"Nevada"	"32"	"1994"	"1994"	1499298
	"Nevada"	"32"	"1995"	"1995"	1581578
	"Nevada"	"32"	"1996"	"1996"	1666320
	"Nevada"	"32"	"1997"	"1997"	1764104
	"Nevada"	"32"	"1998"	"1998"	1853191
	"Nevada"	"32"	"1999"	"1999"	1934718
	"Nevada"	"32"	"2000"	"2000"	2018741
	"Nevada"	"32"	"2001"	"2001"	2098399
	"Nevada"	"32"	"2002"	"2002"	2173791
	"Nevada"	"32"	"2003"	"2003"	2248850
	"Nevada"	"32"	"2004"	"2004"	2346222
	"Nevada"	"32"	"2005"	"2005"	2432143
	"Nevada"	"32"	"2006"	"2006"	2522658
	"Nevada"	"32"	"2007"	"2007"	2601072
	"Nevada"	"32"	"2008"	"2008"	2653630
	"Nevada"	"32"	"2009"	"2009"	2684665
	"Nevada"	"32"	"2010"	"2010"	2703284
	"Nevada"	"32"	"2011"	"2011"	2718379
	"Nevada"	"32"	"2012"	"2012"	2752565
	"Nevada"	"32"	"2013"	"2013"	2786464
	"Nevada"	"32"	"2014"	"2014"	2833013
	"Nevada"	"32"	"2015"	"2015"	2883758
	"Nevada"	"32"	"2016"	"2016"	2940058
	"New Hampshire"	"33"	"1990"	"1990"	1112384
	"New Hampshire"	"33"	"1991"	"1991"	1109929
	"New Hampshire"	"33"	"1992"	"1992"	1117784
	"New Hampshire"	"33"	"1993"	"1993"	1129458
	"New Hampshire"	"33"	"1994"	"1994"	1142560
	"New Hampshire"	"33"	"1995"	"1995"	1157561
	"New Hampshire"	"33"	"1996"	"1996"	1174719
	"New Hampshire"	"33"	"1997"	"1997"	1189425
	"New Hampshire"	"33"	"1998"	"1998"	1205940
	"New Hampshire"	"33"	"1999"	"1999"	1222014
	"New Hampshire"	"33"	"2000"	"2000"	1239882
	"New Hampshire"	"33"	"2001"	"2001"	1255517
	"New Hampshire"	"33"	"2002"	"2002"	1269089
	"New Hampshire"	"33"	"2003"	"2003"	1279840
	"New Hampshire"	"33"	"2004"	"2004"	1290121
	"New Hampshire"	"33"	"2005"	"2005"	1298492
	"New Hampshire"	"33"	"2006"	"2006"	1308389
	"New Hampshire"	"33"	"2007"	"2007"	1312540
	"New Hampshire"	"33"	"2008"	"2008"	1315906
	"New Hampshire"	"33"	"2009"	"2009"	1316102
	"New Hampshire"	"33"	"2010"	"2010"	1316872
	"New Hampshire"	"33"	"2011"	"2011"	1318473
	"New Hampshire"	"33"	"2012"	"2012"	1321182
	"New Hampshire"	"33"	"2013"	"2013"	1322687
	"New Hampshire"	"33"	"2014"	"2014"	1328743
	"New Hampshire"	"33"	"2015"	"2015"	1330111
	"New Hampshire"	"33"	"2016"	"2016"	1334795
	"New Jersey"	"34"	"1990"	"1990"	7762963
	"New Jersey"	"34"	"1991"	"1991"	7814676
	"New Jersey"	"34"	"1992"	"1992"	7880508
	"New Jersey"	"34"	"1993"	"1993"	7948915
	"New Jersey"	"34"	"1994"	"1994"	8014306
	"New Jersey"	"34"	"1995"	"1995"	8083242
	"New Jersey"	"34"	"1996"	"1996"	8149596
	"New Jersey"	"34"	"1997"	"1997"	8218808
	"New Jersey"	"34"	"1998"	"1998"	8287418
	"New Jersey"	"34"	"1999"	"1999"	8359592
	"New Jersey"	"34"	"2000"	"2000"	8430621
	"New Jersey"	"34"	"2001"	"2001"	8492671
	"New Jersey"	"34"	"2002"	"2002"	8552643
	"New Jersey"	"34"	"2003"	"2003"	8601402
	"New Jersey"	"34"	"2004"	"2004"	8634561
	"New Jersey"	"34"	"2005"	"2005"	8651974
	"New Jersey"	"34"	"2006"	"2006"	8661679
	"New Jersey"	"34"	"2007"	"2007"	8677885
	"New Jersey"	"34"	"2008"	"2008"	8711090
	"New Jersey"	"34"	"2009"	"2009"	8755602
	"New Jersey"	"34"	"2010"	"2010"	8803729
	"New Jersey"	"34"	"2011"	"2011"	8841243
	"New Jersey"	"34"	"2012"	"2012"	8873211
	"New Jersey"	"34"	"2013"	"2013"	8899162
	"New Jersey"	"34"	"2014"	"2014"	8925001
	"New Jersey"	"34"	"2015"	"2015"	8935421
	"New Jersey"	"34"	"2016"	"2016"	8944469
	"New Mexico"	"35"	"1990"	"1990"	1521574
	"New Mexico"	"35"	"1991"	"1991"	1555305
	"New Mexico"	"35"	"1992"	"1992"	1595442
	"New Mexico"	"35"	"1993"	"1993"	1636453
	"New Mexico"	"35"	"1994"	"1994"	1682398
	"New Mexico"	"35"	"1995"	"1995"	1720394
	"New Mexico"	"35"	"1996"	"1996"	1752326
	"New Mexico"	"35"	"1997"	"1997"	1774839
	"New Mexico"	"35"	"1998"	"1998"	1793484
	"New Mexico"	"35"	"1999"	"1999"	1808082
	"New Mexico"	"35"	"2000"	"2000"	1821204
	"New Mexico"	"35"	"2001"	"2001"	1831690
	"New Mexico"	"35"	"2002"	"2002"	1855309
	"New Mexico"	"35"	"2003"	"2003"	1877574
	"New Mexico"	"35"	"2004"	"2004"	1903808
	"New Mexico"	"35"	"2005"	"2005"	1932274
	"New Mexico"	"35"	"2006"	"2006"	1962137
	"New Mexico"	"35"	"2007"	"2007"	1990070
	"New Mexico"	"35"	"2008"	"2008"	2010662
	"New Mexico"	"35"	"2009"	"2009"	2036802
	"New Mexico"	"35"	"2010"	"2010"	2064756
	"New Mexico"	"35"	"2011"	"2011"	2077756
	"New Mexico"	"35"	"2012"	"2012"	2083784
	"New Mexico"	"35"	"2013"	"2013"	2085193
	"New Mexico"	"35"	"2014"	"2014"	2083024
	"New Mexico"	"35"	"2015"	"2015"	2080328
	"New Mexico"	"35"	"2016"	"2016"	2081015
	"New York"	"36"	"1990"	"1990"	18020784
	"New York"	"36"	"1991"	"1991"	18122510
	"New York"	"36"	"1992"	"1992"	18246653
	"New York"	"36"	"1993"	"1993"	18374954
	"New York"	"36"	"1994"	"1994"	18459470
	"New York"	"36"	"1995"	"1995"	18524104
	"New York"	"36"	"1996"	"1996"	18588460
	"New York"	"36"	"1997"	"1997"	18656546
	"New York"	"36"	"1998"	"1998"	18755906
	"New York"	"36"	"1999"	"1999"	18882725
	"New York"	"36"	"2000"	"2000"	19001780
	"New York"	"36"	"2001"	"2001"	19082838
	"New York"	"36"	"2002"	"2002"	19137800
	"New York"	"36"	"2003"	"2003"	19175939
	"New York"	"36"	"2004"	"2004"	19171567
	"New York"	"36"	"2005"	"2005"	19132610
	"New York"	"36"	"2006"	"2006"	19104631
	"New York"	"36"	"2007"	"2007"	19132335
	"New York"	"36"	"2008"	"2008"	19212436
	"New York"	"36"	"2009"	"2009"	19307066
	"New York"	"36"	"2010"	"2010"	19402640
	"New York"	"36"	"2011"	"2011"	19519529
	"New York"	"36"	"2012"	"2012"	19602769
	"New York"	"36"	"2013"	"2013"	19673546
	"New York"	"36"	"2014"	"2014"	19718515
	"New York"	"36"	"2015"	"2015"	19747183
	"New York"	"36"	"2016"	"2016"	19745289
	"North Carolina"	"37"	"1990"	"1990"	6664016
	"North Carolina"	"37"	"1991"	"1991"	6784280
	"North Carolina"	"37"	"1992"	"1992"	6897214
	"North Carolina"	"37"	"1993"	"1993"	7042818
	"North Carolina"	"37"	"1994"	"1994"	7187398
	"North Carolina"	"37"	"1995"	"1995"	7344674
	"North Carolina"	"37"	"1996"	"1996"	7500670
	"North Carolina"	"37"	"1997"	"1997"	7656825
	"North Carolina"	"37"	"1998"	"1998"	7809121
	"North Carolina"	"37"	"1999"	"1999"	7949361
	"North Carolina"	"37"	"2000"	"2000"	8081614
	"North Carolina"	"37"	"2001"	"2001"	8210122
	"North Carolina"	"37"	"2002"	"2002"	8326201
	"North Carolina"	"37"	"2003"	"2003"	8422501
	"North Carolina"	"37"	"2004"	"2004"	8553152
	"North Carolina"	"37"	"2005"	"2005"	8705407
	"North Carolina"	"37"	"2006"	"2006"	8917270
	"North Carolina"	"37"	"2007"	"2007"	9118037
	"North Carolina"	"37"	"2008"	"2008"	9309449
	"North Carolina"	"37"	"2009"	"2009"	9449566
	"North Carolina"	"37"	"2010"	"2010"	9558915
	"North Carolina"	"37"	"2011"	"2011"	9650963
	"North Carolina"	"37"	"2012"	"2012"	9746175
	"North Carolina"	"37"	"2013"	"2013"	9841590
	"North Carolina"	"37"	"2014"	"2014"	9934399
	"North Carolina"	"37"	"2015"	"2015"	10035186
	"North Carolina"	"37"	"2016"	"2016"	10146788
	"North Dakota"	"38"	"1990"	"1990"	637685
	"North Dakota"	"38"	"1991"	"1991"	635753
	"North Dakota"	"38"	"1992"	"1992"	638223
	"North Dakota"	"38"	"1993"	"1993"	641216
	"North Dakota"	"38"	"1994"	"1994"	644804
	"North Dakota"	"38"	"1995"	"1995"	647832
	"North Dakota"	"38"	"1996"	"1996"	650382
	"North Dakota"	"38"	"1997"	"1997"	649716
	"North Dakota"	"38"	"1998"	"1998"	647532
	"North Dakota"	"38"	"1999"	"1999"	644259
	"North Dakota"	"38"	"2000"	"2000"	642023
	"North Dakota"	"38"	"2001"	"2001"	639062
	"North Dakota"	"38"	"2002"	"2002"	638168
	"North Dakota"	"38"	"2003"	"2003"	638817
	"North Dakota"	"38"	"2004"	"2004"	644705
	"North Dakota"	"38"	"2005"	"2005"	646089
	"North Dakota"	"38"	"2006"	"2006"	649422
	"North Dakota"	"38"	"2007"	"2007"	652822
	"North Dakota"	"38"	"2008"	"2008"	657569
	"North Dakota"	"38"	"2009"	"2009"	664968
	"North Dakota"	"38"	"2010"	"2010"	674526
	"North Dakota"	"38"	"2011"	"2011"	685476
	"North Dakota"	"38"	"2012"	"2012"	702087
	"North Dakota"	"38"	"2013"	"2013"	724019
	"North Dakota"	"38"	"2014"	"2014"	739904
	"North Dakota"	"38"	"2015"	"2015"	756835
	"North Dakota"	"38"	"2016"	"2016"	757952
	"Ohio"	"39"	"1990"	"1990"	10864162
	"Ohio"	"39"	"1991"	"1991"	10945762
	"Ohio"	"39"	"1992"	"1992"	11029431
	"Ohio"	"39"	"1993"	"1993"	11101140
	"Ohio"	"39"	"1994"	"1994"	11152454
	"Ohio"	"39"	"1995"	"1995"	11202751
	"Ohio"	"39"	"1996"	"1996"	11242827
	"Ohio"	"39"	"1997"	"1997"	11277357
	"Ohio"	"39"	"1998"	"1998"	11311536
	"Ohio"	"39"	"1999"	"1999"	11335454
	"Ohio"	"39"	"2000"	"2000"	11363543
	"Ohio"	"39"	"2001"	"2001"	11387404
	"Ohio"	"39"	"2002"	"2002"	11407889
	"Ohio"	"39"	"2003"	"2003"	11434788
	"Ohio"	"39"	"2004"	"2004"	11452251
	"Ohio"	"39"	"2005"	"2005"	11463320
	"Ohio"	"39"	"2006"	"2006"	11481213
	"Ohio"	"39"	"2007"	"2007"	11500468
	"Ohio"	"39"	"2008"	"2008"	11515391
	"Ohio"	"39"	"2009"	"2009"	11528896
	"Ohio"	"39"	"2010"	"2010"	11540983
	"Ohio"	"39"	"2011"	"2011"	11544824
	"Ohio"	"39"	"2012"	"2012"	11550839
	"Ohio"	"39"	"2013"	"2013"	11570022
	"Ohio"	"39"	"2014"	"2014"	11594408
	"Ohio"	"39"	"2015"	"2015"	11605090
	"Ohio"	"39"	"2016"	"2016"	11614373
	"Oklahoma"	"40"	"1990"	"1990"	3148825
	"Oklahoma"	"40"	"1991"	"1991"	3175440
	"Oklahoma"	"40"	"1992"	"1992"	3220517
	"Oklahoma"	"40"	"1993"	"1993"	3252285
	"Oklahoma"	"40"	"1994"	"1994"	3280940
	"Oklahoma"	"40"	"1995"	"1995"	3308208
	"Oklahoma"	"40"	"1996"	"1996"	3340129
	"Oklahoma"	"40"	"1997"	"1997"	3372917
	"Oklahoma"	"40"	"1998"	"1998"	3405194
	"Oklahoma"	"40"	"1999"	"1999"	3437147
	"Oklahoma"	"40"	"2000"	"2000"	3454365
	"Oklahoma"	"40"	"2001"	"2001"	3467100
	"Oklahoma"	"40"	"2002"	"2002"	3489080
	"Oklahoma"	"40"	"2003"	"2003"	3504892
	"Oklahoma"	"40"	"2004"	"2004"	3525233
	"Oklahoma"	"40"	"2005"	"2005"	3548597
	"Oklahoma"	"40"	"2006"	"2006"	3594090
	"Oklahoma"	"40"	"2007"	"2007"	3634349
	"Oklahoma"	"40"	"2008"	"2008"	3668976
	"Oklahoma"	"40"	"2009"	"2009"	3717572
	"Oklahoma"	"40"	"2010"	"2010"	3759603
	"Oklahoma"	"40"	"2011"	"2011"	3786274
	"Oklahoma"	"40"	"2012"	"2012"	3817054
	"Oklahoma"	"40"	"2013"	"2013"	3852415
	"Oklahoma"	"40"	"2014"	"2014"	3877499
	"Oklahoma"	"40"	"2015"	"2015"	3907414
	"Oklahoma"	"40"	"2016"	"2016"	3923561
	"Oregon"	"41"	"1990"	"1990"	2860375
	"Oregon"	"41"	"1991"	"1991"	2928507
	"Oregon"	"41"	"1992"	"1992"	2991755
	"Oregon"	"41"	"1993"	"1993"	3060367
	"Oregon"	"41"	"1994"	"1994"	3121264
	"Oregon"	"41"	"1995"	"1995"	3184369
	"Oregon"	"41"	"1996"	"1996"	3247111
	"Oregon"	"41"	"1997"	"1997"	3304310
	"Oregon"	"41"	"1998"	"1998"	3352449
	"Oregon"	"41"	"1999"	"1999"	3393941
	"Oregon"	"41"	"2000"	"2000"	3429708
	"Oregon"	"41"	"2001"	"2001"	3467937
	"Oregon"	"41"	"2002"	"2002"	3513424
	"Oregon"	"41"	"2003"	"2003"	3547376
	"Oregon"	"41"	"2004"	"2004"	3569463
	"Oregon"	"41"	"2005"	"2005"	3613202
	"Oregon"	"41"	"2006"	"2006"	3670883
	"Oregon"	"41"	"2007"	"2007"	3722417
	"Oregon"	"41"	"2008"	"2008"	3768748
	"Oregon"	"41"	"2009"	"2009"	3808600
	"Oregon"	"41"	"2010"	"2010"	3838048
	"Oregon"	"41"	"2011"	"2011"	3868031
	"Oregon"	"41"	"2012"	"2012"	3899116
	"Oregon"	"41"	"2013"	"2013"	3925751
	"Oregon"	"41"	"2014"	"2014"	3968371
	"Oregon"	"41"	"2015"	"2015"	4024634
	"Oregon"	"41"	"2016"	"2016"	4093465
	"Pennsylvania"	"42"	"1990"	"1990"	11903299
	"Pennsylvania"	"42"	"1991"	"1991"	11982164
	"Pennsylvania"	"42"	"1992"	"1992"	12049450
	"Pennsylvania"	"42"	"1993"	"1993"	12119724
	"Pennsylvania"	"42"	"1994"	"1994"	12166050
	"Pennsylvania"	"42"	"1995"	"1995"	12198403
	"Pennsylvania"	"42"	"1996"	"1996"	12220464
	"Pennsylvania"	"42"	"1997"	"1997"	12227814
	"Pennsylvania"	"42"	"1998"	"1998"	12245672
	"Pennsylvania"	"42"	"1999"	"1999"	12263805
	"Pennsylvania"	"42"	"2000"	"2000"	12284173
	"Pennsylvania"	"42"	"2001"	"2001"	12298970
	"Pennsylvania"	"42"	"2002"	"2002"	12331031
	"Pennsylvania"	"42"	"2003"	"2003"	12374658
	"Pennsylvania"	"42"	"2004"	"2004"	12410722
	"Pennsylvania"	"42"	"2005"	"2005"	12449990
	"Pennsylvania"	"42"	"2006"	"2006"	12510809
	"Pennsylvania"	"42"	"2007"	"2007"	12563937
	"Pennsylvania"	"42"	"2008"	"2008"	12612285
	"Pennsylvania"	"42"	"2009"	"2009"	12666858
	"Pennsylvania"	"42"	"2010"	"2010"	12712343
	"Pennsylvania"	"42"	"2011"	"2011"	12744293
	"Pennsylvania"	"42"	"2012"	"2012"	12771854
	"Pennsylvania"	"42"	"2013"	"2013"	12781338
	"Pennsylvania"	"42"	"2014"	"2014"	12790565
	"Pennsylvania"	"42"	"2015"	"2015"	12791904
	"Pennsylvania"	"42"	"2016"	"2016"	12784227
	"Rhode Island"	"44"	"1990"	"1990"	1005995
	"Rhode Island"	"44"	"1991"	"1991"	1010649
	"Rhode Island"	"44"	"1992"	"1992"	1012581
	"Rhode Island"	"44"	"1993"	"1993"	1015112
	"Rhode Island"	"44"	"1994"	"1994"	1015960
	"Rhode Island"	"44"	"1995"	"1995"	1017002
	"Rhode Island"	"44"	"1996"	"1996"	1020893
	"Rhode Island"	"44"	"1997"	"1997"	1025353
	"Rhode Island"	"44"	"1998"	"1998"	1031155
	"Rhode Island"	"44"	"1999"	"1999"	1040402
	"Rhode Island"	"44"	"2000"	"2000"	1050268
	"Rhode Island"	"44"	"2001"	"2001"	1057142
	"Rhode Island"	"44"	"2002"	"2002"	1065995
	"Rhode Island"	"44"	"2003"	"2003"	1071342
	"Rhode Island"	"44"	"2004"	"2004"	1074579
	"Rhode Island"	"44"	"2005"	"2005"	1067916
	"Rhode Island"	"44"	"2006"	"2006"	1063096
	"Rhode Island"	"44"	"2007"	"2007"	1057315
	"Rhode Island"	"44"	"2008"	"2008"	1055003
	"Rhode Island"	"44"	"2009"	"2009"	1053646
	"Rhode Island"	"44"	"2010"	"2010"	1053337
	"Rhode Island"	"44"	"2011"	"2011"	1052451
	"Rhode Island"	"44"	"2012"	"2012"	1052901
	"Rhode Island"	"44"	"2013"	"2013"	1053033
	"Rhode Island"	"44"	"2014"	"2014"	1054480
	"Rhode Island"	"44"	"2015"	"2015"	1055607
	"Rhode Island"	"44"	"2016"	"2016"	1056426
	"South Carolina"	"45"	"1990"	"1990"	3501155
	"South Carolina"	"45"	"1991"	"1991"	3570404
	"South Carolina"	"45"	"1992"	"1992"	3620464
	"South Carolina"	"45"	"1993"	"1993"	3663314
	"South Carolina"	"45"	"1994"	"1994"	3705397
	"South Carolina"	"45"	"1995"	"1995"	3748582
	"South Carolina"	"45"	"1996"	"1996"	3796200
	"South Carolina"	"45"	"1997"	"1997"	3859696
	"South Carolina"	"45"	"1998"	"1998"	3919235
	"South Carolina"	"45"	"1999"	"1999"	3974682
	"South Carolina"	"45"	"2000"	"2000"	4024223
	"South Carolina"	"45"	"2001"	"2001"	4064995
	"South Carolina"	"45"	"2002"	"2002"	4107795
	"South Carolina"	"45"	"2003"	"2003"	4150297
	"South Carolina"	"45"	"2004"	"2004"	4210921
	"South Carolina"	"45"	"2005"	"2005"	4270150
	"South Carolina"	"45"	"2006"	"2006"	4357847
	"South Carolina"	"45"	"2007"	"2007"	4444110
	"South Carolina"	"45"	"2008"	"2008"	4528996
	"South Carolina"	"45"	"2009"	"2009"	4589872
	"South Carolina"	"45"	"2010"	"2010"	4635943
	"South Carolina"	"45"	"2011"	"2011"	4672637
	"South Carolina"	"45"	"2012"	"2012"	4720760
	"South Carolina"	"45"	"2013"	"2013"	4767894
	"South Carolina"	"45"	"2014"	"2014"	4828430
	"South Carolina"	"45"	"2015"	"2015"	4894834
	"South Carolina"	"45"	"2016"	"2016"	4961119
	"South Dakota"	"46"	"1990"	"1990"	697101
	"South Dakota"	"46"	"1991"	"1991"	703669
	"South Dakota"	"46"	"1992"	"1992"	712801
	"South Dakota"	"46"	"1993"	"1993"	722159
	"South Dakota"	"46"	"1994"	"1994"	730790
	"South Dakota"	"46"	"1995"	"1995"	737925
	"South Dakota"	"46"	"1996"	"1996"	742213
	"South Dakota"	"46"	"1997"	"1997"	744223
	"South Dakota"	"46"	"1998"	"1998"	746058
	"South Dakota"	"46"	"1999"	"1999"	750412
	"South Dakota"	"46"	"2000"	"2000"	755844
	"South Dakota"	"46"	"2001"	"2001"	757972
	"South Dakota"	"46"	"2002"	"2002"	760020
	"South Dakota"	"46"	"2003"	"2003"	763729
	"South Dakota"	"46"	"2004"	"2004"	770396
	"South Dakota"	"46"	"2005"	"2005"	775493
	"South Dakota"	"46"	"2006"	"2006"	783033
	"South Dakota"	"46"	"2007"	"2007"	791623
	"South Dakota"	"46"	"2008"	"2008"	799124
	"South Dakota"	"46"	"2009"	"2009"	807067
	"South Dakota"	"46"	"2010"	"2010"	816325
	"South Dakota"	"46"	"2011"	"2011"	824398
	"South Dakota"	"46"	"2012"	"2012"	834441
	"South Dakota"	"46"	"2013"	"2013"	844922
	"South Dakota"	"46"	"2014"	"2014"	852561
	"South Dakota"	"46"	"2015"	"2015"	857919
	"South Dakota"	"46"	"2016"	"2016"	865454
	"Tennessee"	"47"	"1990"	"1990"	4894492
	"Tennessee"	"47"	"1991"	"1991"	4966587
	"Tennessee"	"47"	"1992"	"1992"	5049742
	"Tennessee"	"47"	"1993"	"1993"	5137584
	"Tennessee"	"47"	"1994"	"1994"	5231438
	"Tennessee"	"47"	"1995"	"1995"	5326936
	"Tennessee"	"47"	"1996"	"1996"	5416643
	"Tennessee"	"47"	"1997"	"1997"	5499233
	"Tennessee"	"47"	"1998"	"1998"	5570045
	"Tennessee"	"47"	"1999"	"1999"	5638706
	"Tennessee"	"47"	"2000"	"2000"	5703719
	"Tennessee"	"47"	"2001"	"2001"	5750789
	"Tennessee"	"47"	"2002"	"2002"	5795918
	"Tennessee"	"47"	"2003"	"2003"	5847812
	"Tennessee"	"47"	"2004"	"2004"	5910809
	"Tennessee"	"47"	"2005"	"2005"	5991057
	"Tennessee"	"47"	"2006"	"2006"	6088766
	"Tennessee"	"47"	"2007"	"2007"	6175727
	"Tennessee"	"47"	"2008"	"2008"	6247411
	"Tennessee"	"47"	"2009"	"2009"	6306019
	"Tennessee"	"47"	"2010"	"2010"	6356671
	"Tennessee"	"47"	"2011"	"2011"	6397634
	"Tennessee"	"47"	"2012"	"2012"	6454306
	"Tennessee"	"47"	"2013"	"2013"	6494821
	"Tennessee"	"47"	"2014"	"2014"	6544663
	"Tennessee"	"47"	"2015"	"2015"	6595056
	"Tennessee"	"47"	"2016"	"2016"	6651194
	"Texas"	"48"	"1990"	"1990"	17056755
	"Texas"	"48"	"1991"	"1991"	17398005
	"Texas"	"48"	"1992"	"1992"	17759738
	"Texas"	"48"	"1993"	"1993"	18161612
	"Texas"	"48"	"1994"	"1994"	18564062
	"Texas"	"48"	"1995"	"1995"	18958751
	"Texas"	"48"	"1996"	"1996"	19340342
	"Texas"	"48"	"1997"	"1997"	19740317
	"Texas"	"48"	"1998"	"1998"	20157531
	"Texas"	"48"	"1999"	"1999"	20558220
	"Texas"	"48"	"2000"	"2000"	20944499
	"Texas"	"48"	"2001"	"2001"	21319622
	"Texas"	"48"	"2002"	"2002"	21690325
	"Texas"	"48"	"2003"	"2003"	22030931
	"Texas"	"48"	"2004"	"2004"	22394023
	"Texas"	"48"	"2005"	"2005"	22778123
	"Texas"	"48"	"2006"	"2006"	23359580
	"Texas"	"48"	"2007"	"2007"	23831983
	"Texas"	"48"	"2008"	"2008"	24309039
	"Texas"	"48"	"2009"	"2009"	24801761
	"Texas"	"48"	"2010"	"2010"	25244310
	"Texas"	"48"	"2011"	"2011"	25646389
	"Texas"	"48"	"2012"	"2012"	26071655
	"Texas"	"48"	"2013"	"2013"	26473525
	"Texas"	"48"	"2014"	"2014"	26944751
	"Texas"	"48"	"2015"	"2015"	27429639
	"Texas"	"48"	"2016"	"2016"	27862596
	"Utah"	"49"	"1990"	"1990"	1731223
	"Utah"	"49"	"1991"	"1991"	1779780
	"Utah"	"49"	"1992"	"1992"	1836799
	"Utah"	"49"	"1993"	"1993"	1898404
	"Utah"	"49"	"1994"	"1994"	1960446
	"Utah"	"49"	"1995"	"1995"	2014177
	"Utah"	"49"	"1996"	"1996"	2067976
	"Utah"	"49"	"1997"	"1997"	2119784
	"Utah"	"49"	"1998"	"1998"	2165960
	"Utah"	"49"	"1999"	"1999"	2203482
	"Utah"	"49"	"2000"	"2000"	2244502
	"Utah"	"49"	"2001"	"2001"	2283715
	"Utah"	"49"	"2002"	"2002"	2324815
	"Utah"	"49"	"2003"	"2003"	2360137
	"Utah"	"49"	"2004"	"2004"	2401580
	"Utah"	"49"	"2005"	"2005"	2457719
	"Utah"	"49"	"2006"	"2006"	2525507
	"Utah"	"49"	"2007"	"2007"	2597746
	"Utah"	"49"	"2008"	"2008"	2663029
	"Utah"	"49"	"2009"	"2009"	2723421
	"Utah"	"49"	"2010"	"2010"	2775326
	"Utah"	"49"	"2011"	"2011"	2816124
	"Utah"	"49"	"2012"	"2012"	2855782
	"Utah"	"49"	"2013"	"2013"	2902663
	"Utah"	"49"	"2014"	"2014"	2941836
	"Utah"	"49"	"2015"	"2015"	2990632
	"Utah"	"49"	"2016"	"2016"	3051217
	"Vermont"	"50"	"1990"	"1990"	564798
	"Vermont"	"50"	"1991"	"1991"	568606
	"Vermont"	"50"	"1992"	"1992"	572751
	"Vermont"	"50"	"1993"	"1993"	577748
	"Vermont"	"50"	"1994"	"1994"	583836
	"Vermont"	"50"	"1995"	"1995"	589002
	"Vermont"	"50"	"1996"	"1996"	593701
	"Vermont"	"50"	"1997"	"1997"	597239
	"Vermont"	"50"	"1998"	"1998"	600416
	"Vermont"	"50"	"1999"	"1999"	604683
	"Vermont"	"50"	"2000"	"2000"	609618
